Longitude;Latitude;Plotname;Plotid;Corner;Status;Location
9.30433020728295;48.4919042161496;AEW28;A13956;SW;EP;Forest
9.35728446921562;48.3841121616504;AEW29;A21785;NE;EP;Forest
9.35592797558438;48.3841121616504;AEW29;A21785;NW;EP;Forest
9.35728446921562;48.3832112607496;AEW29;A21785;SE;EP;Forest
9.35592797558438;48.3832112607496;AEW29;A21785;SW;EP;Forest
9.37205544813464;48.3731838159504;AEW30;A24017;NE;EP;Forest
9.37069924566536;48.3731838159504;AEW30;A24017;NW;EP;Forest
9.37205544813464;48.3722829150495;AEW30;A24017;SE;EP;Forest
9.37069924566536;48.3722829150495;AEW30;A24017;SW;EP;Forest
9.25750170702106;48.3815908956505;AEW31;A6692;NE;EP;Forest
9.25614528057894;48.3815908956505;AEW31;A6692;NW;EP;Forest
9.25750170702106;48.3806899947496;AEW31;A6692;SE;EP;Forest
9.25614528057894;48.3806899947496;AEW31;A6692;SW;EP;Forest
9.3670634536755;48.4109703686504;AEW32;A23243;NE;EP;Forest
9.3657062437245;48.4109703686504;AEW32;A23243;NW;EP;Forest
9.3670634536755;48.4100694677496;AEW32;A23243;SE;EP;Forest
9.3657062437245;48.4100694677496;AEW32;A23243;SW;EP;Forest
9.49114875191314;48.3916223995504;AEW33;A41892;NE;EP;Forest
9.48979205808686;48.3916223995504;AEW33;A41892;NW;EP;Forest
9.49114875191314;48.3907214986496;AEW33;A41892;SE;EP;Forest
9.48979205808686;48.3907214986496;AEW33;A41892;SW;EP;Forest
9.49654960640412;48.3915992192504;AEW34;A42708;NE;EP;Forest
9.49519291319588;48.3915992192504;AEW34;A42708;NW;EP;Forest
9.49654960640412;48.3906983183496;AEW34;A42708;SE;EP;Forest
9.49519291319588;48.3906983183496;AEW34;A42708;SW;EP;Forest
9.41584379415702;48.4461466496504;AEW35;A30620;NE;EP;Forest
9.41448564444298;48.4461466496504;AEW35;A30620;NW;EP;Forest
9.41584379415702;48.4452457487496;AEW35;A30620;SE;EP;Forest
9.41448564444298;48.4452457487496;AEW35;A30620;SW;EP;Forest
9.22374845317798;48.3808521076504;AEW36;A3271;NE;EP;Forest
9.22239204642202;48.3808521076504;AEW36;A3271;NW;EP;Forest
9.22374845317798;48.3799512067495;AEW36;A3271;SE;EP;Forest
9.22239204642202;48.3799512067495;AEW36;A3271;SW;EP;Forest
9.43984651477097;48.3925493834504;AEW37;A34233;NE;EP;Forest
9.43848979622903;48.3925493834504;AEW37;A34233;NW;EP;Forest
9.43984651477097;48.3916484825496;AEW37;A34233;SE;EP;Forest
9.43848979622903;48.3916484825496;AEW37;A34233;SW;EP;Forest
9.44611317619002;48.3834423306505;AEW38;A35243;NE;EP;Forest
9.44475670040998;48.3834423306505;AEW38;A35243;NW;EP;Forest
9.44611317619002;48.3825414297496;AEW38;A35243;SE;EP;Forest
9.44475670040998;48.3825414297496;AEW38;A35243;SW;EP;Forest
9.23722676672105;48.3762386865504;AEW39;A4506;NE;EP;Forest
9.23587048287895;48.3762386865504;AEW39;A4506;NW;EP;Forest
9.23722676672105;48.3753377856496;AEW39;A4506;SE;EP;Forest
9.23587048287895;48.3753377856496;AEW39;A4506;SW;EP;Forest
9.35011640159054;48.5000526844504;AEW40;A20690;NE;EP;Forest
9.34875680820946;48.5000526844504;AEW40;A20690;NW;EP;Forest
9.35011640159054;48.4991517835496;AEW40;A20690;SE;EP;Forest
9.34875680820946;48.4991517835496;AEW40;A20690;SW;EP;Forest
9.40481604234259;48.3648625882505;AEW41;A28898;NE;EP;Forest
9.40346006145741;48.3648625882505;AEW41;A28898;NW;EP;Forest
9.40481604234259;48.3639616873496;AEW41;A28898;SE;EP;Forest
9.40346006145741;48.3639616873496;AEW41;A28898;SW;EP;Forest
9.45338498662701;48.3965436800504;AEW42;A36277;NE;EP;Forest
9.45202816157299;48.3965436800504;AEW42;A36277;NW;EP;Forest
9.45338498662701;48.3956427791496;AEW42;A36277;SE;EP;Forest
9.45202816157299;48.3956427791496;AEW42;A36277;SW;EP;Forest
9.37898662388036;48.3795462293504;AEW43;A25044;NE;EP;Forest
9.37763025191964;48.3795462293504;AEW43;A25044;NW;EP;Forest
9.37898662388036;48.3786453284496;AEW43;A25044;SE;EP;Forest
9.37763025191964;48.3786453284496;AEW43;A25044;SW;EP;Forest
9.2237717750777;48.3861579207504;AEW44;A3277;NE;EP;Forest
9.22241522692229;48.3861579207504;AEW44;A3277;NW;EP;Forest
9.2237717750777;48.3852570198496;AEW44;A3277;SE;EP;Forest
9.22241522692229;48.3852570198496;AEW44;A3277;SW;EP;Forest
9.5019318577184;48.3896873361504;AEW45;A43486;NE;EP;Forest
9.5005752154816;48.3896873361504;AEW45;A43486;NW;EP;Forest
9.5019318577184;48.3887864352496;AEW45;A43486;SE;EP;Forest
9.5005752154816;48.3887864352496;AEW45;A43486;SW;EP;Forest
9.36000297105738;48.3867116556504;AEW46;A22196;NE;EP;Forest
9.35864640814262;48.3867116556504;AEW46;A22196;NW;EP;Forest
9.36000297105738;48.3858107547496;AEW46;A22196;SE;EP;Forest
9.35864640814262;48.3858107547496;AEW46;A22196;SW;EP;Forest
9.4085820066901;48.4171524917504;AEW47;A29568;NE;EP;Forest
9.4072246317099;48.4171524917504;AEW47;A29568;NW;EP;Forest
9.4085820066901;48.4162515908496;AEW47;A29568;SE;EP;Forest
9.4072246317099;48.4162515908496;AEW47;A29568;SW;EP;Forest
9.47343501124138;48.3889088174504;AEW48;A39288;NE;EP;Forest
9.47207838975862;48.3889088174504;AEW48;A39288;NW;EP;Forest
9.47343501124138;48.3880079165496;AEW48;A39288;SE;EP;Forest
9.47207838975862;48.3880079165496;AEW48;A39288;SW;EP;Forest
9.47707335877883;48.4458192030504;AEW49;A39748;NE;EP;Forest
9.47571521782117;48.4458192030504;AEW49;A39748;NW;EP;Forest
9.47707335877883;48.4449183021495;AEW49;A39748;SE;EP;Forest
9.47571521782117;48.4449183021495;AEW49;A39748;SW;EP;Forest
9.25512670031406;48.3925676181504;AEW50;A6296;NE;EP;Forest
9.25376998128594;48.3925676181504;AEW50;A6296;NW;EP;Forest
9.25512670031406;48.3916667172496;AEW50;A6296;SE;EP;Forest
9.25376998128594;48.3916667172496;AEW50;A6296;SW;EP;Forest
9.34232597191049;48.3982302380252;AEG01;A19557;NE;VIP;Grassland
9.34164753388951;48.3982302380252;AEG01;A19557;NW;VIP;Grassland
9.34232597191049;48.3977797875748;AEG01;A19557;SE;VIP;Grassland
9.34164753388951;48.3977797875748;AEG01;A19557;SW;VIP;Grassland
9.47312320278034;48.3770824983252;AEG02;A39275;NE;VIP;Grassland
9.47244504661967;48.3770824983252;AEG02;A39275;NW;VIP;Grassland
9.47312320278034;48.3766320478748;AEG02;A39275;SE;VIP;Grassland
9.47244504661967;48.3766320478748;AEG02;A39275;SW;VIP;Grassland
9.53271804185576;48.4091067084252;AEG03;A48112;NE;VIP;Grassland
9.53203945874424;48.4091067084252;AEG03;A48112;NW;VIP;Grassland
9.53271804185576;48.4086562579748;AEG03;A48112;SE;VIP;Grassland
9.53203945874424;48.4086562579748;AEG03;A48112;SW;VIP;Grassland
9.41922822953184;48.3811136801252;AEG04;A31160;NE;VIP;Grassland
9.41855001966816;48.3811136801252;AEG04;A31160;NW;VIP;Grassland
9.41922822953184;48.3806632296748;AEG04;A31160;SE;VIP;Grassland
9.41855001966816;48.3806632296748;AEG04;A31160;SW;VIP;Grassland
9.43953991291428;48.3961010879252;AEG05;A34237;NE;VIP;Grassland
9.43886150328572;48.3961010879252;AEG05;A34237;NW;VIP;Grassland
9.43953991291428;48.3956506374748;AEG05;A34237;SE;VIP;Grassland
9.43886150328572;48.3956506374748;AEG05;A34237;SW;VIP;Grassland
9.44201734853084;48.4014873782252;AEG06;A34651;NE;VIP;Grassland
9.44133886706916;48.4014873782252;AEG06;A34651;NW;VIP;Grassland
9.44201734853084;48.4010369277748;AEG06;A34651;SE;VIP;Grassland
9.44133886706916;48.4010369277748;AEG06;A34651;SW;VIP;Grassland
9.37718630521649;48.3916462063252;AEG07;A24854;NE;VIP;Grassland
9.37650795498351;48.3916462063252;AEG07;A24854;NW;VIP;Grassland
9.37718630521649;48.3911957558748;AEG07;A24854;SE;VIP;Grassland
9.37650795498351;48.3911957558748;AEG07;A24854;SW;VIP;Grassland
9.49246397058795;48.4228655099252;AEG08;A42131;NE;VIP;Grassland
9.49178520381205;48.4228655099252;AEG08;A42131;NW;VIP;Grassland
9.49246397058795;48.4224150594748;AEG08;A42131;SE;VIP;Grassland
9.49178520381205;48.4224150594748;AEG08;A42131;SW;VIP;Grassland
9.50313157638104;48.3948961521252;AEG09;A43687;NE;VIP;Grassland
9.50245318281896;48.3948961521252;AEG09;A43687;NW;VIP;Grassland
9.50313157638104;48.3944457016748;AEG09;A43687;SE;VIP;Grassland
9.50245318281896;48.3944457016748;AEG09;A43687;SW;VIP;Grassland
9.21293993823964;48.3789380955252;AEG10;A2277;NE;EP;Grassland
9.21226175736036;48.3789380955252;AEG10;A2277;NW;EP;Grassland
9.21293993823964;48.3784876450748;AEG10;A2277;SE;EP;Grassland
9.21226175736036;48.3784876450748;AEG10;A2277;SW;EP;Grassland
9.34805532664547;48.4856240239252;AEG11;A20470;NE;EP;Grassland
9.34737572035453;48.4856240239252;AEG11;A20470;NW;EP;Grassland
9.34805532664547;48.4851735734748;AEG11;A20470;SE;EP;Grassland
9.34737572035453;48.4851735734748;AEG11;A20470;SW;EP;Grassland
9.3505700876941;48.3893473123252;AEG12;A20771;NE;EP;Grassland
9.3498917681059;48.3893473123252;AEG12;A20771;NW;EP;Grassland
9.3505700876941;48.3888968618748;AEG12;A20771;SE;EP;Grassland
9.3498917681059;48.3888968618748;AEG12;A20771;SW;EP;Grassland
9.3625374465295;48.3918731945252;AEG13;A22610;NE;EP;Grassland
9.3618590932705;48.3918731945252;AEG13;A22610;NW;EP;Grassland
9.3625374465295;48.3914227440748;AEG13;A22610;SE;EP;Grassland
9.3618590932705;48.3914227440748;AEG13;A22610;SW;EP;Grassland
9.51900834787249;48.3759852267252;AEG14;A46088;NE;EP;Grassland
9.51833020632751;48.3759852267252;AEG14;A46088;NW;EP;Grassland
9.51900834787249;48.3755347762748;AEG14;A46088;SE;EP;Grassland
9.51833020632751;48.3755347762748;AEG14;A46088;SW;EP;Grassland
9.44899373888265;48.4881070242252;AEG15;A35767;NE;EP;Grassland
9.44831409931735;48.4881070242252;AEG15;A35767;NW;EP;Grassland
9.44899373888265;48.4876565737748;AEG15;A35767;SE;EP;Grassland
9.44831409931735;48.4876565737748;AEG15;A35767;SW;EP;Grassland
9.45580038126964;48.4023328652252;AEG16;A36692;NE;EP;Grassland
9.45512188853036;48.4023328652252;AEG16;A36692;NW;EP;Grassland
9.45580038126964;48.4018824147748;AEG16;A36692;SE;EP;Grassland
9.45512188853036;48.4018824147748;AEG16;A36692;SW;EP;Grassland
9.51870810049932;48.3995482638252;AEG17;A46114;NE;EP;Grassland
9.51802964490068;48.3995482638252;AEG17;A46114;NW;EP;Grassland
9.51870810049932;48.3990978133748;AEG17;A46114;SE;EP;Grassland
9.51802964490068;48.3990978133748;AEG17;A46114;SW;EP;Grassland
9.5217815554118;48.3831670927252;AEG18;A46500;NE;EP;Grassland
9.5211033181882;48.3831670927252;AEG18;A46500;NW;EP;Grassland
9.5217815554118;48.3827166422748;AEG18;A46500;SE;EP;Grassland
9.5211033181882;48.3827166422748;AEG18;A46500;SW;EP;Grassland
9.44765779999757;48.3978683652252;AEG19;A35463;NE;EP;Grassland
9.44697936680243;48.3978683652252;AEG19;A35463;NW;EP;Grassland
9.44765779999757;48.3974179147748;AEG19;A35463;SE;EP;Grassland
9.44697936680243;48.3974179147748;AEG19;A35463;SW;EP;Grassland
9.35674191128605;48.4897341083252;AEG20;A21699;NE;EP;Grassland
9.35606224991395;48.4897341083252;AEG20;A21699;NW;EP;Grassland
9.35674191128605;48.4892836578748;AEG20;A21699;SE;EP;Grassland
9.35606224991395;48.4892836578748;AEG20;A21699;SW;EP;Grassland
9.35755881468323;48.4424291094252;AEG21;A21850;NE;EP;Grassland
9.35687978651677;48.4424291094252;AEG21;A21850;NW;EP;Grassland
9.35755881468323;48.4419786589748;AEG21;A21850;SE;EP;Grassland
9.35687978651677;48.4419786589748;AEG21;A21850;SW;EP;Grassland
9.51376230183471;48.4046065390252;AEG22;A45310;NE;EP;Grassland
9.51308377876529;48.4046065390252;AEG22;A45310;NW;EP;Grassland
9.51376230183471;48.4041560885748;AEG22;A45310;SE;EP;Grassland
9.51308377876529;48.4041560885748;AEG22;A45310;SW;EP;Grassland
9.51269341378194;48.4191799208252;AEG23;A45122;NE;EP;Grassland
9.51201469621806;48.4191799208252;AEG23;A45122;NW;EP;Grassland
9.51269341378194;48.4187294703748;AEG23;A45122;SE;EP;Grassland
9.51201469621806;48.4187294703748;AEG23;A45122;SW;EP;Grassland
9.4938314568414;48.3966901026252;AEG24;A42306;NE;EP;Grassland
9.4931530393586;48.3966901026252;AEG24;A42306;NW;EP;Grassland
9.4938314568414;48.3962396521748;AEG24;A42306;SE;EP;Grassland
9.4931530393586;48.3962396521748;AEG24;A42306;SW;EP;Grassland
9.2599357857617;48.3957032263252;AEG25;A7116;NE;EP;Grassland
9.2592573814383;48.3957032263252;AEG25;A7116;NW;EP;Grassland
9.2599357857617;48.3952527758748;AEG25;A7116;SE;EP;Grassland
9.2592573814383;48.3952527758748;AEG25;A7116;SW;EP;Grassland
9.40422102978265;48.3953313850252;AEG26;A28932;NE;EP;Grassland
9.40354263041735;48.3953313850252;AEG26;A28932;NW;EP;Grassland
9.40422102978265;48.3948809345748;AEG26;A28932;SE;EP;Grassland
9.40354263041735;48.3948809345748;AEG26;A28932;SW;EP;Grassland
9.48027101881654;48.4193648623252;AEG27;A40320;NE;EP;Grassland
9.47959229878346;48.4193648623252;AEG27;A40320;NW;EP;Grassland
9.48027101881654;48.4189144118748;AEG27;A40320;SE;EP;Grassland
9.47959229878346;48.4189144118748;AEG27;A40320;SW;EP;Grassland
9.49264298796626;48.4622986926252;AEG28;A42175;NE;EP;Grassland
9.49196369403374;48.4622986926252;AEG28;A42175;NW;EP;Grassland
9.49264298796626;48.4618482421748;AEG28;A42175;SE;EP;Grassland
9.49196369403374;48.4618482421748;AEG28;A42175;SW;EP;Grassland
9.35866400366861;48.4170656320252;AEG29;A22026;NE;EP;Grassland
9.35798531433139;48.4170656320252;AEG29;A22026;NW;EP;Grassland
9.35866400366861;48.4166151815748;AEG29;A22026;SE;EP;Grassland
9.35798531433139;48.4166151815748;AEG29;A22026;SW;EP;Grassland
9.45763739872373;48.4564630316252;AEG30;A36956;NE;EP;Grassland
9.45695818287627;48.4564630316252;AEG30;A36956;NW;EP;Grassland
9.45763739872373;48.4560125811748;AEG30;A36956;SE;EP;Grassland
9.45695818287627;48.4560125811748;AEG30;A36956;SW;EP;Grassland
9.46036408589572;48.4589701590252;AEG31;A37367;NE;EP;Grassland
9.45968483650428;48.4589701590252;AEG31;A37367;NW;EP;Grassland
9.46036408589572;48.4585197085748;AEG31;A37367;SE;EP;Grassland
9.45968483650428;48.4585197085748;AEG31;A37367;SW;EP;Grassland
9.48612101312719;48.4660584891252;AEG32;A41172;NE;EP;Grassland
9.48544166887281;48.4660584891252;AEG32;A41172;NW;EP;Grassland
9.48612101312719;48.4656080386748;AEG32;A41172;SE;EP;Grassland
9.48544166887281;48.4656080386748;AEG32;A41172;SW;EP;Grassland
9.4913907240154;48.4516474673252;AEG33;A41959;NE;EP;Grassland
9.4907115725846;48.4516474673252;AEG33;A41959;NW;EP;Grassland
9.4913907240154;48.4511970168748;AEG33;A41959;SE;EP;Grassland
9.4907115725846;48.4511970168748;AEG33;A41959;SW;EP;Grassland
9.50089767201479;48.4561029081252;AEG34;A43366;NE;EP;Grassland
9.50021846098521;48.4561029081252;AEG34;A43366;NW;EP;Grassland
9.50089767201479;48.4556524576748;AEG34;A43366;SE;EP;Grassland
9.50021846098521;48.4556524576748;AEG34;A43366;SW;EP;Grassland
9.288778496718;48.4811118867252;AEG35;A11495;NE;EP;Grassland
9.288098950882;48.4811118867252;AEG35;A11495;NW;EP;Grassland
9.288778496718;48.4806614362748;AEG35;A11495;SE;EP;Grassland
9.288098950882;48.4806614362748;AEG35;A11495;SW;EP;Grassland
9.29958357996313;48.4783863920252;AEG36;A13124;NE;EP;Grassland
9.29890407063687;48.4783863920252;AEG36;A13124;NW;EP;Grassland
9.29958357996313;48.4779359415748;AEG36;A13124;SE;EP;Grassland
9.29890407063687;48.4779359415748;AEG36;A13124;SW;EP;Grassland
9.41388467924825;48.3963761613252;AEG37;A30361;NE;EP;Grassland
9.41320626595175;48.3963761613252;AEG37;A30361;NW;EP;Grassland
9.41388467924825;48.3959257108748;AEG37;A30361;SE;EP;Grassland
9.41320626595175;48.3959257108748;AEG37;A30361;SW;EP;Grassland
9.42559063020646;48.4397693616252;AEG38;A32042;NE;EP;Grassland
9.42491163759354;48.4397693616252;AEG38;A32042;NW;EP;Grassland
9.42559063020646;48.4393189111748;AEG38;A32042;SE;EP;Grassland
9.42491163759354;48.4393189111748;AEG38;A32042;SW;EP;Grassland
9.42602211966206;48.3944433026252;AEG39;A32195;NE;EP;Grassland
9.42534373213794;48.3944433026252;AEG39;A32195;NW;EP;Grassland
9.42602211966206;48.3939928521748;AEG39;A32195;SE;EP;Grassland
9.42534373213794;48.3939928521748;AEG39;A32195;SW;EP;Grassland
9.56690196126555;48.4100224339252;AEG40;A53417;NE;EP;Grassland
9.56622336593445;48.4100224339252;AEG40;A53417;NW;EP;Grassland
9.56690196126555;48.4095719834748;AEG40;A53417;SE;EP;Grassland
9.56622336593445;48.4095719834748;AEG40;A53417;SW;EP;Grassland
9.39882516584921;48.3701698331252;AEG41;A28088;NE;EP;Grassland
9.39814710175079;48.3701698331252;AEG41;A28088;NW;EP;Grassland
9.39882516584921;48.3697193826748;AEG41;A28088;SE;EP;Grassland
9.39814710175079;48.3697193826748;AEG41;A28088;SW;EP;Grassland
9.37635714380086;48.3982137968252;AEG42;A24657;NE;EP;Grassland
9.37567870599914;48.3982137968252;AEG42;A24657;NW;EP;Grassland
9.37635714380086;48.3977633463748;AEG42;A24657;SE;EP;Grassland
9.37567870599914;48.3977633463748;AEG42;A24657;SW;EP;Grassland
9.54235664625913;48.4136480723252;AEG43;A49542;NE;EP;Grassland
9.54167800254087;48.4136480723252;AEG43;A49542;NW;EP;Grassland
9.54235664625913;48.4131976218748;AEG43;A49542;SE;EP;Grassland
9.54167800254087;48.4131976218748;AEG43;A49542;SW;EP;Grassland
9.43533598756336;48.3782210184252;AEG44;A33605;NE;EP;Grassland
9.43465781623664;48.3782210184252;AEG44;A33605;NW;EP;Grassland
9.43533598756336;48.3777705679748;AEG44;A33605;SE;EP;Grassland
9.43465781623664;48.3777705679748;AEG44;A33605;SW;EP;Grassland
9.45829194930556;48.4015585586252;AEG45;A37099;NE;EP;Grassland
9.45761346689444;48.4015585586252;AEG45;A37099;NW;EP;Grassland
9.45829194930556;48.4011081081748;AEG45;A37099;SE;EP;Grassland
9.45761346689444;48.4011081081748;AEG45;A37099;SW;EP;Grassland
9.43522801261877;48.3971966483252;AEG46;A33626;NE;EP;Grassland
9.43454958838123;48.3971966483252;AEG46;A33626;NW;EP;Grassland
9.43522801261877;48.3967461978748;AEG46;A33626;SE;EP;Grassland
9.43454958838123;48.3967461978748;AEG46;A33626;SW;EP;Grassland
9.44649656962492;48.4194559957252;AEG47;A35283;NE;EP;Grassland
9.44581784837508;48.4194559957252;AEG47;A35283;NW;EP;Grassland
9.44649656962492;48.4190055452748;AEG47;A35283;SE;EP;Grassland
9.44581784837508;48.4190055452748;AEG47;A35283;SW;EP;Grassland
9.49900905389582;48.4220728949252;AEG48;A43134;NE;EP;Grassland
9.49833029770419;48.4220728949252;AEG48;A43134;NW;EP;Grassland
