Plotname;Plotid;Corner;Status;Location;Longitude;Latitude;utm_x;utm_y
SEW19;S5070;NE;EP;Forest;13.6358298448297;53.0944353282504;810338.532565917;5892824.39783532
SEW19;S5070;NW;EP;Forest;13.6343296039703;53.0944353282504;810238.162584991;5892817.89089458
SEW19;S5070;SE;EP;Forest;13.6358298448297;53.0935344273495;810345.024814162;5892724.27017122
SEW19;S5070;SW;EP;Forest;13.6343296039703;53.0935344273495;810244.652726877;5892717.76317075
SEW20;S5074;NE;EP;Forest;13.6361342469652;53.0890559587504;810397.66511961;5892227.84620716
SEW20;S5074;NW;EP;Forest;13.6346341936348;53.0890559587504;810297.295121659;5892221.3392948
SEW20;S5074;SE;EP;Forest;13.6361342469652;53.0881550578496;810404.157335381;5892127.71858697
SEW20;S5074;SW;EP;Forest;13.6346341936348;53.0881550578496;810303.785231481;5892121.21161493
SEW21;S5101;NE;EP;Forest;13.7411979438606;52.9160387597504;818701.134808292;5873460.32554165
SEW21;S5101;NW;EP;Forest;13.7397038901394;52.9160387597504;818600.768022662;5873453.68580964
SEW21;S5101;SE;EP;Forest;13.7411979438606;52.9151378588496;818707.759385921;5873360.20308621
SEW21;S5101;SW;EP;Forest;13.7397038901394;52.9151378588496;818607.390507104;5873353.56329464
SEW22;S213;NE;EP;Forest;13.9148242516747;53.0605889988504;829261.48916864;5890309.87743274
SEW22;S213;NW;EP;Forest;13.9133251897253;53.0605889988504;829161.130435095;5890302.98078359
SEW22;S213;SE;EP;Forest;13.9148242516747;53.0596880979495;829268.370155133;5890209.76137316
SEW22;S213;SW;EP;Forest;13.9133251897253;53.0596880979495;829168.009316814;5890202.8646609
SEW23;S5089;NE;EP;Forest;13.7799394714901;52.9494234350504;821056.118152131;5877343.41225262
SEW23;S5089;NW;EP;Forest;13.7784442649099;52.9494234350504;820955.75312592;5877336.7151762
SEW23;S5089;SE;EP;Forest;13.7799394714901;52.9485225341495;821062.7999609;5877243.29117408
SEW23;S5089;SW;EP;Forest;13.7784442649099;52.9485225341495;820962.432838838;5877236.5940373
SEW24;S5092;NE;EP;Forest;13.9679203255788;52.8901694620504;834130.387051413;5871617.48514215
SEW24;S5092;NW;EP;Forest;13.9664271636212;52.8901694620504;834030.029366674;5871610.52929174
SEW24;S5092;SE;EP;Forest;13.9679203255788;52.8892685611496;834137.326955219;5871517.37205966
SEW24;S5092;SW;EP;Forest;13.9664271636212;52.8892685611496;834036.967178417;5871510.41614699
SEW25;S5095;NE;EP;Forest;13.7618429141042;52.9214319870505;820048.173328052;5874151.66525641
SEW25;S5095;NW;EP;Forest;13.7603486742958;52.9214319870505;819947.807401949;5874144.99605715
SEW25;S5095;SE;EP;Forest;13.7618429141042;52.9205310861496;820054.827305346;5874051.54359734
SEW25;S5095;SW;EP;Forest;13.7603486742958;52.9205310861496;819954.459285573;5874044.8743382
SEW26;S5100;NE;EP;Forest;13.7469288452345;52.9178517302505;819072.774170212;5873687.29944076
SEW26;S5100;NW;EP;Forest;13.7454347289655;52.9178517302505;818972.40762459;5873680.65150179
SEW26;S5100;SE;EP;Forest;13.7469288452345;52.9169508293496;819079.40693623;5873587.1772042
SEW26;S5100;SW;EP;Forest;13.7454347289655;52.9169508293496;818979.038297262;5873580.52920558
SEW27;S5105;NE;EP;Forest;14.0017904272365;52.8904050600504;836405.00395595;5871802.0119208
SEW27;S5105;NW;EP;Forest;14.0002972571635;52.8904050600504;836304.647693608;5871795.00847582
SEW27;S5105;SE;EP;Forest;14.0017904272365;52.8895041591495;836411.99133832;5871701.90025471
SEW27;S5105;SW;EP;Forest;14.0002972571635;52.8895041591495;836311.632983771;5871694.89674703
SEW28;S5107;NE;EP;Forest;13.6647878986536;52.8844071794504;813796.814125005;5869607.93371193
SEW28;S5107;NW;EP;Forest;13.6632949351464;52.8844071794504;813696.444134614;5869601.40400084
SEW28;S5107;SE;EP;Forest;13.6647878986536;52.8835062785495;813803.328925445;5869507.80841783
SEW28;S5107;SW;EP;Forest;13.6632949351464;52.8835062785495;813702.956844524;5869501.27864843
SEW29;S156;NE;EP;Forest;13.8629848342604;53.0176896319505;826115.028745736;5885305.15297122
SEW29;S156;NW;EP;Forest;13.8614872631396;53.0176896319505;826014.667556168;5885298.33310453
SEW29;S156;SE;EP;Forest;13.8629848342604;53.0167887310496;826121.833101046;5885205.03494703
SEW29;S156;SW;EP;Forest;13.8614872631396;53.0167887310496;826021.469810151;5885198.2150183
SEW30;S217;NE;EP;Forest;13.9231126800444;53.0625873604504;829801.08977072;5890570.12243628
SEW30;S217;NW;EP;Forest;13.9216135485556;53.0625873604504;829700.731400913;5890563.21394114
SEW30;S217;SE;EP;Forest;13.9231126800444;53.0616864595496;829807.982576142;5890470.00671698
SEW30;S217;SW;EP;Forest;13.9216135485556;53.0616864595496;829707.622101377;5890463.0981586
SEW31;S5116;NE;EP;Forest;13.9041161304873;52.8815279902505;829907.661695118;5870361.811743
SEW31;S5116;NW;EP;Forest;13.9026232661127;52.8815279902505;829807.301302737;5870354.94628153
SEW31;S5116;SE;EP;Forest;13.9041161304873;52.8806270893496;829914.511423623;5870261.69605717
SEW31;S5116;SW;EP;Forest;13.9026232661127;52.8806270893496;829814.148940068;5870254.83053434
SEW32;S292;NE;EP;Forest;13.9277957747005;53.0632227478505;830109.730003742;5890662.32676019
SEW32;S292;NW;EP;Forest;13.9262966210995;53.0632227478505;830009.371836399;5890655.4116161
SEW32;S292;SE;EP;Forest;13.9277957747005;53.0623218469496;830116.629442536;5890562.21123569
SEW32;S292;SW;EP;Forest;13.9262966210995;53.0623218469496;830016.269170169;5890555.2960283
SEW33;S5038;NE;EP;Forest;13.8881847763378;52.9154924747504;828579.188800624;5874063.10092382
SEW33;S5038;NW;EP;Forest;13.8866907414622;52.9154924747504;828478.827979381;5874056.25478065
SEW33;S5038;SE;EP;Forest;13.8881847763378;52.9145915738496;828586.019285615;5873962.98442506
SEW33;S5038;SW;EP;Forest;13.8866907414622;52.9145915738496;828485.656370693;5873956.13822044
SEW34;S5108;NE;EP;Forest;13.8528937042749;52.8962763423505;826353.138783084;5871766.44122519
SEW34;S5108;NW;EP;Forest;13.8514003319251;52.8962763423505;826252.776387244;5871759.64637129
SEW34;S5108;SE;EP;Forest;13.8528937042749;52.8953754414496;826359.918088379;5871666.32337335
SEW34;S5108;SW;EP;Forest;13.8514003319251;52.8953754414496;826259.553600439;5871659.52845862
SEW35;S475;NE;EP;Forest;13.8541657298474;52.9117183970504;826322.380439733;5873488.31852804
SEW35;S475;NW;EP;Forest;13.8526718251526;52.9117183970504;826222.01819617;5873481.52050968
SEW35;S475;SE;EP;Forest;13.8541657298474;52.9108174961496;826329.162914226;5873388.20065306
SEW35;S475;SW;EP;Forest;13.8526718251526;52.9108174961496;826228.798577393;5873381.40257372
SEW36;S5086;NE;EP;Forest;13.7548901942209;52.9518146158504;819357.047312127;5877497.23813519
SEW36;S5086;NW;EP;Forest;13.7533949049791;52.9518146158504;819256.681289351;5877490.57604682
SEW36;S5086;SE;EP;Forest;13.7548901942209;52.9509137149496;819363.69421993;5877397.11603532
SEW36;S5086;SW;EP;Forest;13.7533949049791;52.9509137149496;819263.32610121;5877390.4538869
SEW37;S5091;NE;EP;Forest;13.7833595969203;52.9404720253504;821352.12718849;5876363.9310588
SEW37;S5091;NW;EP;Forest;13.7818646996797;52.9404720253504;821251.762245731;5876357.22996323
SEW37;S5091;SE;EP;Forest;13.7833595969203;52.9395711244496;821358.812999493;5876263.81016498
SEW37;S5091;SW;EP;Forest;13.7818646996797;52.9395711244496;821258.445961547;5876257.10900909
SEW38;S5104;NE;EP;Forest;13.6714835053443;52.8889306769504;814214.19071232;5870139.97987564
SEW38;S5104;NW;EP;Forest;13.6699903860557;52.8889306769504;814113.821009629;5870133.4403771
SEW38;S5104;SE;EP;Forest;13.6714835053443;52.8880297760496;814220.715279819;5870039.85481728
SEW38;S5104;SW;EP;Forest;13.6699903860557;52.8880297760496;814120.343486233;5870033.31526031
SEW39;S384;NE;EP;Forest;13.8671926589342;52.9252061840504;827095.715578404;5875046.5882008
SEW39;S384;NW;EP;Forest;13.8656982888658;52.9252061840504;826995.353957169;5875039.77067771
SEW39;S384;SE;EP;Forest;13.8671926589342;52.9243052831496;827102.51752098;5874946.4707938
SEW39;S384;SW;EP;Forest;13.8656982888658;52.9243052831496;827002.153805408;5874939.65320944
SEW40;S391;NE;EP;Forest;13.8631121588244;52.9152192127504;826897.005058263;5873918.12040889
SEW40;S391;NW;EP;Forest;13.8616181333756;52.9152192127504;826796.643204058;5873911.30951105
SEW40;S391;SE;EP;Forest;13.8631121588244;52.9143183118496;826903.800383655;5873818.00288267
SEW40;S391;SW;EP;Forest;13.8616181333756;52.9143183118496;826803.436435883;5873811.1919237
SEW41;S397;NE;EP;Forest;13.9106723183392;52.9127442903504;830110.699523358;5873860.99853117
SEW41;S397;NW;EP;Forest;13.9091783782608;52.9127442903504;830010.33961299;5873854.12104518
SEW41;S397;SE;EP;Forest;13.9106723183392;52.9118433894496;830117.561272489;5873760.88297231
SEW41;S397;SW;EP;Forest;13.9091783782608;52.9118433894496;830017.199268566;5873754.0054246
SEW42;S414;NE;EP;Forest;13.9152811426517;52.9031979588504;830493.085048741;5872821.36380735
SEW42;S414;NW;EP;Forest;13.9137875317483;52.9031979588504;830392.725264389;5872814.48070931
SEW42;S414;SE;EP;Forest;13.9152811426517;52.9022970579495;830499.95238844;5872721.24848243
SEW42;S414;SW;EP;Forest;13.9137875317483;52.9022970579495;830399.590511237;5872714.3653227
SEW43;S421;NE;EP;Forest;13.9290723396285;52.9014269737505;831433.287889487;5872688.21281403
SEW43;S421;NW;EP;Forest;13.9275787897715;52.9014269737505;831332.928664873;5872681.31050466
SEW43;S421;SE;EP;Forest;13.9290723396285;52.9005260728496;831440.174392187;5872588.09806761
SEW43;S421;SW;EP;Forest;13.9275787897715;52.9005260728496;831339.813074805;5872581.19569639
SEW44;S488;NE;EP;Forest;13.8599676793821;52.9189094663504;826657.955435944;5874313.88806406
SEW44;S488;NW;EP;Forest;13.8584735266179;52.9189094663504;826557.593476886;5874307.08125371
SEW44;S488;SE;EP;Forest;13.8599676793821;52.9180085654496;826664.746686799;5874213.7703914
SEW44;S488;SW;EP;Forest;13.8584735266179;52.9180085654496;826564.382633907;5874206.96351993
SEW45;S353;NE;EP;Forest;13.8386381164125;53.0459049673504;824271.325435535;5888330.17282778
SEW45;S353;NW;EP;Forest;13.8371395651875;53.0459049673504;824170.963418355;5888323.3847032
SEW45;S353;SE;EP;Forest;13.8386381164125;53.0450040664496;824278.098148505;5888230.05365842
SEW45;S353;SW;EP;Forest;13.8371395651875;53.0450040664496;824177.734027943;5888223.26547187
SEW46;S5060;NE;EP;Forest;13.778193709346;53.0725729001504;820025.14487957;5891021.78865632
SEW46;S5060;NW;EP;Forest;13.776694230254;53.0725729001504;819924.780535646;5891015.08323923
SEW46;S5060;SE;EP;Forest;13.778193709346;53.0716719992495;820031.835106746;5890921.66686368
SEW46;S5060;SW;EP;Forest;13.776694230254;53.0716719992495;819931.46865763;5890914.96138518
SEW47;S5063;NE;EP;Forest;13.7721151542452;53.0717285133504;819624.55229486;5890900.77812658
SEW47;S5063;NW;EP;Forest;13.7706157045548;53.0717285133504;819524.187696405;5890894.08133797
SEW47;S5063;SE;EP;Forest;13.7721151542452;53.0708276124496;819631.233913782;5890800.65608957
SEW47;S5063;SW;EP;Forest;13.7706157045548;53.0708276124496;819530.86721022;5890793.95923964
SEW48;S360;NE;EP;Forest;13.8457447750488;53.0517163705504;824703.521952181;5889008.22590368
SEW48;S360;NW;EP;Forest;13.8442460217512;53.0517163705504;824603.160267301;5889001.42726382
SEW48;S360;SE;EP;Forest;13.8457447750488;53.0508154696496;824710.305159625;5888908.10700005
SEW48;S360;SW;EP;Forest;13.8442460217512;53.0508154696496;824609.941370897;5888901.30829807
SEW49;S438;NE;EP;Forest;13.8919771324;52.8857108774504;829059.869306888;5870770.88705135
SEW49;S438;NW;EP;Forest;13.890484124;52.8857108774504;828959.508442951;5870764.03825908
SEW49;S438;SE;EP;Forest;13.8919771324;52.8848099765496;829066.702410303;5870670.77084764
SEW49;S438;SW;EP;Forest;13.890484124;52.8848099765496;828966.339454922;5870663.92199414
SEW50;S5117;NE;EP;Forest;13.7877923147183;53.0399788844504;820910.090068056;5887442.4370734
SEW50;S5117;NW;EP;Forest;13.7862939694817;53.0399788844504;820809.725917891;5887435.72100692
SEW50;S5117;SE;EP;Forest;13.7877923147183;53.0390779835495;820916.790892863;5887342.31584307
SEW50;S5117;SW;EP;Forest;13.7862939694817;53.0390779835495;820816.42463995;5887335.59971534
